Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,target,Rating color,Rating text,Votes
7137,New Eleven to Eleven,1.0,New Delhi,"CSC 5, DDA Gole Market, Rohini, New Delhi",Rohini,"Rohini, New Delhi",232.139561662814,28.7128593,"North Indian, Chinese",,Indian Rupees(Rs.),No,Yes,No,No,3.0,3.0,Orange,Average,126.0
312810,Dilli Darbar,1.0,New Delhi,"C-448, Main 100 Feet Road, Chajjupur, Durgapuri, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",232.139561662814,-42.206274079274976,"North Indian, Chinese, South Indian",400.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.3,Orange,Average,34.0
308942,Raja Chat Corner,,New Delhi,"2/18, F Block, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.2836092,28.6592244,Street Food,100.0,Indian Rupees(Rs.),No,No,No,No,,3.3,Orange,Average,20.0
8623,Barista,1.0,Ghaziabad,"Ground Floor, Shipra Mall, Gulmohar Road, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",,28.63404167,Cafe,650.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.4,Orange,Average,33.0
16512168,Ritz Classic,,Goa,"1st Floor, Vagle Vision, 18th June Road, Panaji, Goa",Panaji,"Panaji, Goa",,15.49860278,"Goan, Seafood, North Indian",,Indian Rupees(Rs.),No,No,No,No,3.0,4.5,Dark Green,Excellent,840.0
18460299,New Punjabi Chaap Corner,1.0,New Delhi,"EG-15, Main Market, Inderpuri, Naraina, New Delhi",Naraina,"Naraina, New Delhi",77.1465469,,Chinese,,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,0.0
18355137,Kalka's Food Centre,1.0,New Delhi,"Shop 3, B Block, Khasra 24, Opposite Anupam Appartments, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",77.2062486,28.5183803,"North Indian, Chinese",200.0,Indian Rupees(Rs.),No,No,No,No,,0.0,White,Not rated,0.0
7986,Himalaya Momos & Roll,,Noida,"Lakhi Ram Market, Near Sabji Mandi, Sector 27, Noida",Sector 27,"Sector 27, Noida",,28.5735123,"Chinese, Fast Food",200.0,Indian Rupees(Rs.),No,No,No,No,,2.7,Orange,Average,15.0
482,Moti Mahal Delux,1.0,New Delhi,"F-15, District Center, Janak Place, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.0820473,28.6300262,"North Indian, Mughlai, Chinese",1000.0,Indian Rupees(Rs.),Yes,Yes,No,No,3.0,2.6,Orange,Average,
309648,Muradabadi Shahi Biryani & Chicken Corner,,New Delhi,"A-71, Kalkaji Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25120507,28.5442178,"North Indian, Biryani",450.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,2.6,Orange,Average,24.0
100080,Chokhi Dhani,1.0,Jaipur,"Chokhi Dhani Village Resort, 12 Mile, Tonk Road, Jaipur","Chokhi Dhani Village Resort, Tonk Road","Chokhi Dhani Village Resort, Tonk Road, Jaipur",,26.766536,Rajasthani,1600.0,Indian Rupees(Rs.),No,No,No,No,3.0,4.3,Green,Very Good,1478.0
7419,Satkar Fast Food,,New Delhi,"Opposite Mother Dairy Booth 332, Inderpuri, Naraina, New Delhi",Naraina,"Naraina, New Delhi",,28.6276237,North Indian,200.0,Indian Rupees(Rs.),No,No,No,No,1.0,2.8,Orange,Average,20.0
18358661,Kaka De Dhaba,1.0,New Delhi,"Badam Singh Market, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",,,North Indian,350.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,0.0
302907,KB's Kulfi & Icecream,1.0,Gurgaon,"3, Atul Kataria Chowk, Sector 14, Gurgaon",Sector 14,"Sector 14, Gurgaon",77.0494753,-42.206274079274976,Ice Cream,200.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,3.3,Orange,Average,19.0
18403003,hug!,1.0,New Delhi,"Shop 3, Plot 40, NWH Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.1199768,,Desserts,300.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,3.5,Yellow,Good,-2241.181684342359
17284150,House of China Restaurant II,216.0,Albany,"2526 Dawson Rd Ste A, Albany, GA 31707",Albany,"Albany, Albany",-84.212,,Chinese,10.0,Dollar($),No,No,No,No,1.0,3.8,Yellow,Good,
18306553,Kake Da Hotel,,Gurgaon,"G-114, Sushant Shopping Arcade, Phase 1, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",77.0798015,,North Indian,700.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.1,Orange,Average,35.0
2315,Aapki Rasoi,1.0,New Delhi,"F 20/10 Mandir Marg, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",,28.6611167,North Indian,250.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.0,Orange,Average,
6574,Pandit Ji Paranthe Wale,1.0,New Delhi,"Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.1799506,,North Indian,,Indian Rupees(Rs.),No,No,No,No,1.0,3.7,Yellow,Good,131.0
18264533,The Bento Cafe,1.0,Noida,"Food Court, 4th Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",,,"Asian, Chinese, Japanese",,Indian Rupees(Rs.),No,Yes,No,No,2.0,4.2,Green,Very Good,316.0
7600217,La Favorita,215.0,Edinburgh,"325-331 Leith Walk, Leith, Edinburgh EH6 8SA",Leith,"Leith, Edinburgh",-3.176858333,55.96466944,Italian,,Pounds(£),No,No,No,No,,4.5,Dark Green,Excellent,
306572,Foodhall,1.0,New Delhi,"1st Floor, DLF Promenade Mall, Vasant Kunj, New Delhi","DLF Promenade Mall, Vasant Kunj","DLF Promenade Mall, Vasant Kunj, New Delhi",77.15693682,28.54270924,"Bakery, Italian, Chinese, Mexican",-37177.57166143142,Indian Rupees(Rs.),No,No,No,No,2.0,3.7,Yellow,Good,69.0
18499471,Sufiya Hotel,1.0,Gurgaon,"Near Ramada Hotel, Sector 45, Gurgaon",Sector 45,"Sector 45, Gurgaon",,28.4479605,"Mughlai, North Indian",250.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,-2241.181684342359
303559,Brij Palace Restaurant,1.0,New Delhi,"4, Okhla Bus Stand, Jamia Nagar, Near, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",,28.56308413,North Indian,250.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,2.0
309808,Saturn,1.0,New Delhi,"70/B, Humayun Pur, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.1941,28.561778,"Fast Food, North Indian",600.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,2.8,Orange,Average,9.0
18277216,Uttrakhand Dhaba,1.0,Gurgaon,"Near Ram Chowk, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",,,North Indian,200.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,0.0
307361,Infinity - Crowne Plaza,1.0,New Delhi,"Crowne Plaza, 13 B, District Centre, Mayur Vihar Phase 1, New Delhi","Crowne Plaza, Mayur Vihar Phase 1","Crowne Plaza, Mayur Vihar Phase 1, New Delhi",77.2975743,28.590346,"Italian, North Indian, Continental",3000.0,Indian Rupees(Rs.),Yes,No,No,No,4.0,3.5,Yellow,Good,115.0
300529,New Bikaner Sweets,1.0,New Delhi,"D 105, Street 6, Mahavir Enclave, Main Palam Dabri Road, Palam, New Delhi",Palam,"Palam, New Delhi",77.0818086,28.5990759,"Street Food, Desserts",,Indian Rupees(Rs.),No,No,No,No,,3.0,Orange,Average,
18364239,CafíÂ Befikre,1.0,New Delhi,"289, 1st Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.17,28.59,"Chinese, Continental",600.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.8,Yellow,Good,80.0
313412,Go Kylin,,New Delhi,"24, Basant Lok Market, Vasant Vihar, New Delhi",Vasant Vihar,"Vasant Vihar, New Delhi",77.16369834,28.55900888,"Japanese, Chinese, Asian, Malaysian, Thai, Vietnamese",1500.0,Indian Rupees(Rs.),No,Yes,No,No,3.0,2.8,Orange,Average,9.0
395,Pizza Hut Delivery,1.0,Noida,"5-10 & 12, Parsvanath Plaza, G Block, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.328325,28.5775482,"Italian, Pizza, Fast Food",,Indian Rupees(Rs.),No,Yes,No,No,2.0,2.3,Red,Poor,-2241.181684342359
9177,Sagar Ratna,1.0,New Delhi,"Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","Vasant Square Mall, Vasant Kunj","Vasant Square Mall, Vasant Kunj, New Delhi",77.1566476,28.524981,"South Indian, North Indian",600.0,Indian Rupees(Rs.),No,No,No,No,,3.3,Orange,Average,87.0
18430246,Cake Express,,New Delhi,"E - 477, Shop 21, Krishna Complex, New Ashok Nagar, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",232.139561662814,28.59794885,Bakery,350.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,
18363078,Mister Mughal,1.0,Faridabad,"Shop 16, BPTP Princess Park Shopping Arcade, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad",77.3423218,28.4067402,Mughlai,600.0,Indian Rupees(Rs.),No,Yes,No,No,-3.4504263169522864,3.5,Yellow,Good,-2241.181684342359
2408,Crossroad Bar and Restaurant,1.0,New Delhi,"17-A/1, WEA Gurudwara Road, Jessa Ram Hospital, Near Metro Pillar 99, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",,28.6448625,"North Indian, Chinese, Mughlai",700.0,Indian Rupees(Rs.),No,No,No,No,2.0,3.0,Orange,Average,
311736,Baskin Robbins,1.0,Gurgaon,"Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.0930171,28.4757632,Ice Cream,300.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,3.0
18276998,Rolling Beans,1.0,Noida,"Near Genpact & Unitech Infospace, Sector 135, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.4027519,,North Indian,200.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,2.8,Orange,Average,
18435302,Lady Baga,1.0,New Delhi,"P-3/90, Connaught Circus, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.21645035,28.63123951,"Goan, Seafood",1200.0,Indian Rupees(Rs.),Yes,Yes,No,No,3.0,3.7,Yellow,Good,277.0
18466616,Jaak Foods,1.0,Noida,"Below MK Residency, Nayabans, Opposite  Sai Mandir, Sector 15, Noida",Sector 15,"Sector 15, Noida",,28.58226269,"North Indian, Chinese",400.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,
305386,Kebab Xpress,,New Delhi,"Shop G-2 & G-8, Ground Floor, Plot 10, V3S Mall, District Centre, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.2862848,28.6368649,"North Indian, Mughlai",600.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,2.4,Red,Poor,117.0
7945,Donald's Pastry Shop,1.0,Noida,"J-55, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32413467,28.56784854,Bakery,300.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,3.8,Yellow,Good,402.0
609,Cafe Coffee Day,1.0,New Delhi,"13, South Campus, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1688269,,Cafe,,Indian Rupees(Rs.),No,No,No,No,1.0,3.3,Orange,Average,
18425739,The Cake Basket,1.0,New Delhi,"Rama Shopno.4 Market Munirka, Munirka, New Delhi",Munirka,"Munirka, New Delhi",,28.5589502,Bakery,100.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,1.0
6202515,Gokul Gujarati Restaurant,166.0,Doha,"Opposite Masjid, Ibn Mahmoud Street, Fereej Bin Mahmoud, Doha",Fereej Bin Mahmoud,"Fereej Bin Mahmoud, Doha",,,Indian,50.0,Qatari Rial(QR),No,No,No,No,,4.3,Green,Very Good,211.0
306134,The Wine Company,1.0,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",,28.4962285,"Italian, European",2000.0,Indian Rupees(Rs.),Yes,No,No,No,4.0,2.4,Red,Poor,2412.0
2635,Tsui Wong,1.0,New Delhi,"23/1, East Patel Nagar Market, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",,28.6446415,"Chinese, Thai, Seafood",800.0,Indian Rupees(Rs.),Yes,Yes,No,No,,3.8,Yellow,Good,
18334432,Riyaz Biryani Corner,1.0,New Delhi,"B-61, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.19942939,28.56039293,North Indian,300.0,Indian Rupees(Rs.),No,No,No,No,,0.0,White,Not rated,2.0
18380143,Late Lateefe,1.0,New Delhi,"Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",232.139561662814,28.6327398,"North Indian, Mughlai, Chinese",600.0,Indian Rupees(Rs.),No,Yes,No,No,,3.5,Yellow,Good,44.0
312243,Chanda Food,1.0,Noida,"140 Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida, Noida",77.3348957,28.5766241,Chinese,350.0,Indian Rupees(Rs.),No,No,No,No,-3.4504263169522864,3.6,Yellow,Good,97.0
18357544,The Paradise Biryani,1.0,Gurgaon,"Pink Town House Market, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.0994974,,"Biryani, North Indian",700.0,Indian Rupees(Rs.),No,Yes,No,No,,2.9,Orange,Average,22.0
17293228,The Grill,216.0,Athens,"171 College Ave, Athens, GA 30601",Athens,"Athens, Athens",,,"Breakfast, Burger, Sandwich",10.0,Dollar($),No,No,No,No,1.0,3.7,Yellow,Good,289.0
302424,Janta Eating House,1.0,New Delhi,"Loni Road, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",,,North Indian,150.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.3,Orange,Average,40.0
18449657,Panj Tara,1.0,New Delhi,"A-17, Behind Batra Cinema Complex, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",,28.7117332,North Indian,-37177.57166143142,Indian Rupees(Rs.),No,No,No,No,2.0,0.0,White,Not rated,0.0
18425780,Purani Dilli Foods,1.0,New Delhi,"J-16, Mini Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2550814,28.5254928,Mughlai,-37177.57166143142,Indian Rupees(Rs.),No,No,No,No,2.0,0.0,White,Not rated,1.0
17977757,Coffee to Cocktail Bar - Hyatt Place,1.0,Gurgaon,"Hyatt Place,15/1, Old Delhi-Gurgaon Road, Sector 18, Udyog Vihar, Gurgaon",Hyatt Place Gurgaon,"Hyatt Place Gurgaon, Gurgaon",77.0659784,,Drinks Only,2100.0,Indian Rupees(Rs.),Yes,No,No,No,,0.0,White,Not rated,0.0
8666,Singh's Kitchen,1.0,New Delhi,"4-D/13, Old Rajinder Nagar, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1822871,28.6392731,"Chinese, Fast Food",,Indian Rupees(Rs.),No,Yes,No,No,1.0,2.7,Orange,Average,
18376948,Old Town Italy,189.0,Pretoria,"Shop 53, Menlyn Maine, Central Square, 180 Amarand Avenue, Waterkloof Glen, Pretoria","Menlyn Maine, Waterkloof Glen","Menlyn Maine, Waterkloof Glen, Pretoria",28.283896,-25.786067,"Cafe, Italian, Pizza, European, Bakery, Deli",400.0,Rand(R),No,No,No,No,4.0,3.9,Yellow,Good,153.0
201531,Hard Rock Cafe,,Dubai,"Next to Marks & Spencer's, Festival City, Dubai",Festival City,"Festival City, Dubai",55.35147775,25.22399154,"American, Burger",,Emirati Diram(AED),No,No,No,No,4.0,4.5,Dark Green,Excellent,1388.0
18445274,Motu N Patlu,,New Delhi,"Batla House Chowk, Near Jamia Milia Islamia, Opposite Jamia Cooperative Bank, Zakir Nagar, New Delhi",Zakir Nagar,"Zakir Nagar, New Delhi",77.28506528,,"Lebanese, North Indian, Fast Food",,Indian Rupees(Rs.),No,No,No,No,,0.0,White,Not rated,0.0
312316,Handi,1.0,Noida,"Shop 21, Amarpali Zodiac, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3997654,28.585038,"North Indian, Chinese",850.0,Indian Rupees(Rs.),No,No,No,No,2.0,2.9,Orange,Average,
75026,Baobab Cafe & Grill,,Pretoria,"Menlyn Shopping Centre, Level 1, Corner of Atterbury Road & Lois Avenue, Menlyn, Pretoria","Menlyn Shopping Centre, Menlyn","Menlyn Shopping Centre, Menlyn, Pretoria",28.275005,-25.782735,"Cafe, Grill",410.0,Rand(R),No,No,No,No,-3.4504263169522864,4.0,Green,Very Good,
7391,Costa Coffee,1.0,New Delhi,"Community Center, Priya Market, Vasant Vihar, New Delhi",Vasant Vihar,"Vasant Vihar, New Delhi",232.139561662814,28.557223,Cafe,,Indian Rupees(Rs.),No,No,No,No,2.0,3.6,Yellow,Good,80.0
18352261,Bruncheez,1.0,New Delhi,"112, Hari Nagar Ashram, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",0.0,0.0,Fast Food,150.0,Indian Rupees(Rs.),No,No,No,No,,0.0,White,Not rated,2.0
18313112,Taste of India,1.0,New Delhi,"A-53,   NH-8, Near IGI Airport, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1293709,28.5505165,"North Indian, Mughlai, Chinese",,Indian Rupees(Rs.),Yes,No,No,No,3.0,0.0,White,Not rated,0.0
311480,3H Kitchen,1.0,Gurgaon,"B-70, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",,28.5088255,"North Indian, Chinese",600.0,Indian Rupees(Rs.),No,No,No,No,,2.9,Orange,Average,15.0
18175278,Shri Balaji Bhojnalaya,1.0,New Delhi,"Main Market, Ghitorni, MG Road, New Delhi",MG Road,"MG Road, New Delhi",77.1443655,28.4945672,North Indian,250.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,1.0
6601361,Buena Carne,,Brasí_lia,"Avenida Araucíçrias, 1325, Loja 19, íguas Claras, Brasí_lia",íguas Claras,"íguas Claras, Brasí_lia",-48.01909167,-15.839775,"Bar Food, Brazilian",60.0,Brazilian Real(R$),No,No,No,No,3.0,3.6,Yellow,Good,9.0
9579,Anand Ji,1.0,New Delhi,"3, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.24148139,28.57535368,"North Indian, Street Food",,Indian Rupees(Rs.),No,No,No,No,,3.8,Yellow,Good,
6401485,The Creamery,189.0,Cape Town,"Newlands Quarter, Dean Street, Newlands, Cape Town",Newlands,"Newlands, Cape Town",18.46195,-42.206274079274976,"Desserts, Ice Cream",110.0,Rand(R),No,No,No,No,2.0,4.5,Dark Green,Excellent,328.0
18500639,Chandni Chowk 2 China,1.0,Noida,"H-38, Sector 51, Noida",Sector 51,"Sector 51, Noida",232.139561662814,0.0,"North Indian, Chinese",-37177.57166143142,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,0.0
17500695,Downtown Grill,216.0,Macon,"562 Mulberry St, Macon, GA 31201",Macon,"Macon, Macon",-83.6276,32.8375,Steak,70.0,Dollar($),No,No,No,No,,4.0,Green,Very Good,-2241.181684342359
307990,Malik Vegetarian Rasoi,1.0,New Delhi,"13-A/4, Ward 1, Opposite Bhool Bhuliyan, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",232.139561662814,28.5227376,North Indian,250.0,Indian Rupees(Rs.),No,No,No,No,1.0,2.9,Orange,Average,
2682,Dhaba - The Claridges,1.0,New Delhi,"The Claridges, 12, Dr. A.P.J. Abdul Kalam Road, Aurangzeb Road, New Delhi","The Claridges, Aurangzeb Road","The Claridges, Aurangzeb Road, New Delhi",77.2168724,28.6001728,North Indian,4300.0,Indian Rupees(Rs.),Yes,No,No,No,,3.9,Yellow,Good,548.0
5172,Om Sweets & Snacks,1.0,Gurgaon,"2nd Floor, Food Court, Hongkong Bazaar, Sector 57, Gurgaon","Hong Kong Bazaar Mall, Sector 57, Gurgaon","Hong Kong Bazaar Mall, Sector 57, Gurgaon, Gurgaon",77.0904863,28.4211432,"North Indian, South Indian, Street Food, Mithai",500.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.1,Orange,Average,
17500872,Papouli's Mediterranean Cafe & Market,216.0,Macon,"121 Tom Hill Sr Blvd, Macon, GA 31210",Macon,"Macon, Macon",-83.6873,-42.206274079274976,"Greek, Mediterranean, Vegetarian",10.0,Dollar($),No,No,No,No,1.0,4.2,Green,Very Good,
8680,Mandeep Punjabi Rasoi,1.0,New Delhi,"H 1, DDA Market, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.0756895,28.6431503,North Indian,200.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.0,Orange,Average,10.0
18391158,Go Krazy,1.0,Noida,"Shop 7, Godavari Complex, Sector 37, Noida",Sector 37,"Sector 37, Noida",,28.565437,"Italian, Fast Food",-37177.57166143142,Indian Rupees(Rs.),No,No,No,No,,3.5,Yellow,Good,27.0
307692,Granma's Homemade,-291.05966926329165,New Delhi,"India Habitat Centre, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.225607,28.58997,"Bakery, Desserts, Fast Food",200.0,Indian Rupees(Rs.),No,No,No,No,,3.6,Yellow,Good,
8441,Tea Lounge - Jaypee Greens,,Noida,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur, Noida","Jaypee Greens Golf & Spa Resort, Surajpur","Jaypee Greens Golf & Spa Resort, Surajpur, Noida",77.5183634,,Cafe,,Indian Rupees(Rs.),No,No,No,No,2.0,2.9,Orange,Average,14.0
8727,Pick Fresh Fish,1.0,New Delhi,"29/1, East Patel Nagar Market, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.1741204,28.645748,"Raw Meats, Fast Food",,Indian Rupees(Rs.),No,No,No,No,1.0,3.2,Orange,Average,17.0
18486830,Radhe Shyam Chole Bhature,1.0,New Delhi,"15/2, Central Road, Bazar Lane, Bhogal, Jangpura, New Delhi",Jangpura,"Jangpura, New Delhi",77.2490554,28.5827894,Street Food,100.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,0.0
18441685,R.S. Chinese Food,1.0,New Delhi,"2, A Block Market, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",,28.6342674,Fast Food,250.0,Indian Rupees(Rs.),No,No,No,No,,0.0,White,Not rated,0.0
312995,Biryani By Kilo,-291.05966926329165,Gurgaon,"H-16/6, Ground Floor, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.1002873,28.4780345,"Biryani, Mughlai",700.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.9,Yellow,Good,403.0
304917,Sona Pure Veg Paradise,,New Delhi,"Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.2514264,28.551456,"North Indian, Street Food",500.0,Indian Rupees(Rs.),No,No,No,No,2.0,3.8,Yellow,Good,-2241.181684342359
210139,Grub Shack,214.0,Dubai,"Building 41, Next to Dubai Healthcare City Metro Station, Dubai Healthcare City, Umm Hurair, Dubai",Umm Hurair,"Umm Hurair, Dubai",55.32548446,,"Goan, Chinese, Indian, North Indian",130.0,Emirati Diram(AED),Yes,Yes,No,No,3.0,4.3,Green,Very Good,544.0
17095222,The Moon Under Water,,Tampa Bay,"332 Beach Dr NE, St Petersburg, FL 33701",Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",-82.632174,,"British, Bar Food, Sandwich",25.0,Dollar($),No,No,No,No,2.0,4.1,Green,Very Good,1020.0
18455557,All Day 99,1.0,New Delhi,"48, Krishna Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",,28.575746,"North Indian, Chinese, South Indian",250.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,0.0,White,Not rated,3.0
9529,Baba Nagpal Corner,1.0,New Delhi,"7/25, Old Double Storey, Gupta Market, Lajpat Nagar 4, New Delhi",Lajpat Nagar 4,"Lajpat Nagar 4, New Delhi",77.24065,28.5637888,"North Indian, Street Food",-37177.57166143142,Indian Rupees(Rs.),No,No,No,No,,4.1,Green,Very Good,577.0
18264985,Red Chilli,,Noida,"H-Block Market, Near Shiv Mandir, Sector 12, Noida",Sector 12,"Sector 12, Noida",,28.5940266,"North Indian, Chinese, Mughlai",,Indian Rupees(Rs.),No,No,No,No,,0.0,White,Not rated,
17284175,Locos Grill & Pub,,Albany,"547 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",,,"American, Burger, Sandwich",,Dollar($),No,No,No,No,2.0,3.5,Yellow,Good,57.0
18236270,Sadda Taste,1.0,Noida,"Sector 27, Noida",Sector 27,"Sector 27, Noida",77.32803628,28.57187929,"North Indian, Fast Food, Chinese",450.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.1,Orange,Average,12.0
18492029,Aap Ki Khatir,1.0,New Delhi,"Near Ghitorni Metro Station, Near MG Road, New Delhi",MG Road,"MG Road, New Delhi",,28.4932341,"Mughlai, North Indian",400.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,0.0
18205653,Freshnfit.in,,Gurgaon,"Sector 52, Near South City 2, Gurgaon",South City 2,"South City 2, Gurgaon",77.0860608,,Juices,,Indian Rupees(Rs.),No,No,No,No,,0.0,White,Not rated,1.0
17334958,Texas Roadhouse,216.0,Davenport,"4005 E 53rd Street, Davenport, IA 52807",Davenport,"Davenport, Davenport",-90.517,41.5747,"American, BBQ, Steak",25.0,Dollar($),No,No,No,No,2.0,4.2,Green,Very Good,
310461,Food Ka Mood,1.0,Gurgaon,"Shop 94-95, HUDA Market, Sector 40, Near, Sector 31, Gurgaon",Sector 31,"Sector 31, Gurgaon",77.057398,,"North Indian, Chinese",500.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.1,Orange,Average,34.0
304915,Karim's,1.0,New Delhi,"Shop 2, Lower Ground Floor, Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.2514264,,"Mughlai, North Indian",700.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.1,Orange,Average,185.0
