Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,target
2352.0,527356060,-178.015893760329,RL,85.0,,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6.0,,1975.0,1975.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550.0,Unf,0.0,,713.0,GasA,TA,Y,SBrkr,811.0,741.0,0.0,,1.0,0.0,2.0,1.0,-0.6555259213363729,1.0,TA,6.0,Typ,1.0,TA,Attchd,1975.0,RFn,,434.0,TA,TA,Y,209.0,208.0,0.0,0.0,0.0,0.0,,MnPrv,,,2.0,2006.0,WD ,Normal,179900
,906378120,20.0,RL,,9178.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8.0,5.0,2007.0,,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1643.0,1643.0,GasA,Ex,Y,SBrkr,,,0.0,1651.0,0.0,0.0,,0.0,3.0,1.0,Gd,7.0,Typ,,Gd,Attchd,2007.0,Fin,,,TA,TA,Y,204.0,64.0,0.0,0.0,0.0,0.0,,,,,9.0,2007.0,New,Partial,250000
1398.0,905300020,80.0,RL,,10200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5.0,8.0,1970.0,1970.0,Hip,CompShg,HdBoard,HdBoard,,,TA,Gd,PConc,Gd,TA,Av,ALQ,704.0,Unf,0.0,160.0,864.0,GasA,Ex,Y,SBrkr,904.0,0.0,0.0,904.0,0.0,,-0.8084437610167361,0.0,3.0,1.0,Gd,5.0,Typ,0.0,,2Types,1979.0,Unf,3.0,912.0,TA,TA,Y,143.0,333.4702546937445,0.0,0.0,,0.0,,MnPrv,,0.0,6.0,,WD ,Normal,144000
1911.0,535101150,90.0,RL,63.0,,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5.0,5.0,,1968.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,,1560.0,1560.0,GasA,TA,Y,SBrkr,1560.0,0.0,0.0,,0.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,0.0,,Detchd,1968.0,Unf,3.0,792.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,WD ,Normal,126000
2654.0,902206020,30.0,RM,,7830.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,-1.441833820124426,5.0,1921.0,1950.0,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,416.0,Unf,0.0,76.0,492.0,GasA,TA,Y,SBrkr,492.0,0.0,0.0,4249.57633327845,1.0,0.0,,0.0,1.0,,TA,3.0,Typ,0.0,,Detchd,1921.0,Unf,1.0,200.0,Fa,TA,N,,0.0,,0.0,,,,,,,6.0,2006.0,WD ,Normal,61500
,916455110,,RL,,,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,,,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,786.0,Unf,0.0,82.0,,GasA,Ex,Y,SBrkr,1146.0,0.0,0.0,1146.0,,0.0,2.0,,3.0,1.0,Gd,,Typ,1.0,Gd,Attchd,2003.0,Fin,2.0,438.0,TA,TA,Y,,22.0,,,0.0,0.0,,,,,5.0,2007.0,WD ,Normal,187500
457.0,528176030,20.0,RL,,14836.0,Pave,,IR1,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10.0,5.0,2004.0,2005.0,Hip,CompShg,CemntBd,CmentBd,Stone,730.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,,Unf,0.0,346.0,,GasA,Ex,Y,SBrkr,2492.0,,0.0,,1.0,,2.0,,2.0,1.0,Ex,8.0,Typ,,Ex,Attchd,,Fin,3.0,949.0,TA,TA,Y,226.0,,0.0,0.0,0.0,0.0,,,,0.0,2.0,2009.0,WD ,Abnorml,552000
463.0,528188020,120.0,RL,48.0,,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7.0,,2003.0,,Gable,CompShg,VinylSd,VinylSd,Stone,,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,,1405.0,1405.0,GasA,Ex,Y,SBrkr,,0.0,-223.13665560791358,1405.0,0.0,0.0,,,,,Gd,6.0,Typ,1.0,TA,Attchd,1869.7825742682028,RFn,2.0,-491.2498638223869,TA,TA,Y,,36.0,,,0.0,,,,,0.0,,2009.0,WD ,Normal,173000
2169.0,908102160,85.0,RL,75.0,9825.0,Pave,,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,,5.0,,,Gable,CompShg,HdBoard,HdBoard,BrkFace,162.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,936.0,Unf,0.0,0.0,3645.5306589443853,GasA,Gd,Y,SBrkr,936.0,0.0,0.0,936.0,1.0,0.0,,,2.0,1.0,TA,4.0,Typ,,Fa,Attchd,1967.0,Unf,1.0,,TA,TA,Y,405.0,0.0,0.0,0.0,301.39295295660617,0.0,,,Shed,450.0,8.0,,WD ,Abnorml,118500
1489.0,908102260,20.0,RL,75.0,9937.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,6.0,1965.0,,Gable,CompShg,HdBoard,HdBoard,,,Gd,TA,CBlock,TA,TA,No,BLQ,830.0,LwQ,290.0,136.0,1256.0,GasA,Gd,Y,SBrkr,,0.0,,1256.0,1.0,,1.0,1.0,3.0,1.0,TA,,Typ,0.0,,Attchd,1965.0,Fin,,276.0,TA,TA,Y,736.0,68.0,0.0,,,,,,,0.0,6.0,2008.0,WD ,Normal,147500
382.0,527359050,,RL,,10400.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7.0,5.0,,1976.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,,TA,TA,CBlock,Gd,TA,No,Unf,,Unf,,1090.0,1090.0,GasA,TA,Y,SBrkr,,,,1370.0,,,2.0,0.0,,1.0,TA,6.0,Typ,1.0,TA,Attchd,1976.0,RFn,,479.0,TA,TA,Y,0.0,0.0,0.0,-98.81835783373346,0.0,,,MnPrv,,,6.0,,WD ,Family,152000
835.0,906475070,60.0,RL,,28698.0,Pave,,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5.0,5.0,1967.0,1967.0,Flat,Tar&Grv,Plywood,Plywood,,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249.0,ALQ,764.0,0.0,1013.0,GasA,TA,Y,SBrkr,1160.0,,0.0,2126.0,0.0,1.0,2.0,1.0,3.0,1.0,TA,7.0,Min2,,,Attchd,1967.0,Fin,,,TA,TA,Y,,0.0,,0.0,,0.0,,,,,6.0,,WD ,Abnorml,185000
1899.0,534429030,90.0,RL,70.0,9842.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4.0,5.0,,,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,Slab,,,,,0.0,,0.0,,0.0,GasA,TA,Y,SBrkr,1224.0,0.0,0.0,1224.0,0.0,,2.0,0.0,2.0,,TA,,Typ,0.0,,CarPort,1962.0,Unf,,462.0,TA,TA,Y,,0.0,,,0.0,0.0,,,,,,2007.0,WD ,Normal,101800
679.0,535451170,,RL,,7200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4.0,5.0,1949.0,1950.0,Gable,CompShg,BrkFace,Stone,,0.0,TA,TA,Slab,,,,,0.0,,1042.2426370613898,0.0,,Wall,Fa,N,FuseF,1040.0,0.0,0.0,1040.0,0.0,,2.0,,,2.1819510434159888,TA,,Typ,0.0,,Detchd,,Unf,2.0,,TA,TA,Y,,,0.0,0.0,0.0,0.0,,,,0.0,,2009.0,WD ,Normal,90000
701.0,902109130,190.0,RM,63.0,,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,,6.0,,1950.0,Gable,CompShg,AsbShng,AsbShng,,,Fa,TA,BrkTil,Fa,Po,No,Unf,,Unf,0.0,600.0,,GasA,Gd,N,SBrkr,1101.0,600.0,0.0,1701.0,0.0,-1.0597189908129732,2.0,0.0,4.0,2.0,Fa,8.0,Typ,0.0,,,,,0.0,0.0,,,N,0.0,0.0,148.0,0.0,0.0,,,,,0.0,10.0,2009.0,WD ,Normal,94550
2074.0,905352180,,RL,97.0,10029.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,,,1988.0,1989.0,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,831.0,Unf,,320.0,1151.0,GasA,TA,Y,SBrkr,-555.0979682483915,896.0,0.0,2060.0,0.0,1.0,2.0,1.0,4.0,1.0,TA,8.0,Typ,1.0,TA,Attchd,1988.0,Unf,2.0,,TA,TA,Y,,228.0,0.0,0.0,192.0,0.0,,,,0.0,9.0,2014.3374364086912,WD ,Normal,211000
2444.0,528315070,60.0,RL,,,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,,1998.0,1998.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,,Gd,TA,PConc,Gd,TA,No,GLQ,,Unf,0.0,2846.6190801320727,1044.0,GasA,Ex,Y,SBrkr,1079.0,897.0,,1976.0,1.0,0.0,,,3.0,2.1819510434159888,Gd,,Typ,1.0,Ex,Attchd,1998.0,Fin,3.0,885.0,TA,TA,Y,,,,,0.0,0.0,,,,0.0,2.0,2006.0,WD ,Normal,286000
2584.0,535303050,-178.015893760329,RL,,11310.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,5.0,1954.0,,Hip,CompShg,Wd Sdng,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,,Unf,0.0,1367.0,1367.0,GasA,Ex,Y,SBrkr,1375.0,0.0,0.0,1375.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,TA,Attchd,1954.0,Unf,2.0,,TA,TA,Y,0.0,,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD ,Normal,140000
1916.0,535126180,,RL,,18450.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6.0,5.0,1965.0,1979.0,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,TA,Gd,CBlock,Gd,TA,No,LwQ,187.0,Rec,723.0,111.0,1021.0,GasA,TA,Y,SBrkr,1465.0,915.0,0.0,,0.0,0.0,,,3.0,,TA,7.0,Sev,1.0,Po,CarPort,1965.0,Unf,2.0,596.0,TA,TA,Y,0.0,265.0,0.0,,0.0,,,,,,8.0,2007.0,WD ,Abnorml,129000
,907410130,20.0,RL,,10200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8.0,,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1478.0,Unf,0.0,100.0,1578.0,GasA,Ex,Y,SBrkr,1602.0,0.0,0.0,1602.0,1.0,-1.0597189908129732,2.0,0.0,3.0,1.0,Gd,7.0,Typ,,Gd,Attchd,2007.0,RFn,,-491.2498638223869,TA,TA,Y,0.0,48.0,,0.0,,0.0,,,,0.0,,2009.0,WD ,Normal,293200
2304.0,923400150,20.0,RL,63.0,10712.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,,,1991.0,1992.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,212.0,Unf,,762.0,974.0,GasA,TA,Y,SBrkr,,0.0,0.0,,0.0,0.0,1.0,0.0,3.0,,TA,5.0,Typ,0.0,,,,,,0.0,,,Y,0.0,28.0,,,0.0,,,MnPrv,,0.0,9.0,2007.0,Oth,Abnorml,93500
2231.0,909475230,20.0,RL,70.0,18044.0,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8.0,11.613754646325203,1986.0,1986.0,Gable,CompShg,WdShing,Plywood,,,Gd,TA,CBlock,Gd,TA,No,Unf,,Unf,0.0,279.0,3645.5306589443853,GasA,Gd,Y,SBrkr,,0.0,0.0,2726.0,0.0,-1.0597189908129732,2.0,1.0,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,,Fin,2.0,691.0,Gd,Gd,Y,216.0,64.0,169.0,0.0,,228.0,Ex,,,0.0,8.0,,WD ,Normal,315000
1748.0,528235000,80.0,RL,87.0,,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,,,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,,Unf,1042.2426370613898,,3645.5306589443853,GasA,Ex,Y,SBrkr,744.0,,0.0,1374.0,1.0,0.0,-0.8084437610167361,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,BuiltIn,1869.7825742682028,Fin,6.470895471140668,400.0,TA,TA,Y,100.0,,0.0,-98.81835783373346,0.0,,,,,0.0,6.0,,WD ,Family,175000
543.0,531376090,20.0,RL,61.0,,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7.0,,2008.0,2009.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1450.0,1450.0,GasA,Ex,Y,SBrkr,1450.0,0.0,0.0,1450.0,0.0,0.0,2.0,,2.0,,Gd,,Typ,0.0,,Attchd,2008.0,RFn,3.0,788.0,TA,TA,Y,-469.7920973771289,,,0.0,0.0,0.0,,,,0.0,,2009.0,New,Partial,224243
,904301410,,RL,55.0,8250.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,7.0,1935.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,Slab,,,,,,,0.0,0.0,,GasA,TA,N,SBrkr,1032.0,2554.7588362003225,0.0,1032.0,0.0,0.0,,0.0,2.0,1.0,TA,6.0,Typ,1.0,TA,Detchd,,Unf,,260.0,TA,TA,Y,0.0,0.0,121.0,0.0,,,,,,,6.0,2006.0,WD ,Normal,125000
2514.0,533223110,-178.015893760329,FV,,4447.0,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,-1.441833820124426,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,,530.0,GasA,Ex,Y,SBrkr,530.0,,0.0,,0.0,0.0,2.0,,2.0,1.0,Gd,,Typ,,,Attchd,,RFn,,496.0,TA,TA,Y,,50.0,0.0,0.0,0.0,0.0,,,,0.0,,2006.0,WD ,Normal,139000
643.0,535303110,,RL,53.0,8128.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,7.0,1954.0,,Hip,CompShg,MetalSd,MetalSd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,ALQ,490.0,Unf,0.0,572.0,1062.0,GasA,Gd,Y,SBrkr,1062.0,,0.0,,1.0,,1.0,0.0,3.0,1.0,TA,,Typ,0.0,,Attchd,,Unf,1.0,297.0,TA,TA,Y,-469.7920973771289,,,0.0,,,,,,0.0,,2009.0,WD ,Normal,131000
2884.0,911370430,120.0,RM,41.0,5748.0,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8.0,5.0,2005.0,2006.0,Hip,CompShg,CemntBd,CmentBd,Stone,473.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,2836.133187882008,Unf,0.0,0.0,1573.0,GasA,Ex,Y,SBrkr,1778.0,0.0,0.0,,2.0,,,0.0,,1.0,Ex,5.0,Typ,1.0,Gd,Attchd,2005.0,Fin,2.0,495.0,TA,TA,Y,123.0,53.0,0.0,0.0,153.0,0.0,,,,0.0,2.0,2006.0,New,Partial,375000
745.0,903232060,30.0,RM,,6120.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5.0,11.613754646325203,1925.0,1999.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,,960.0,960.0,GasA,Gd,Y,SBrkr,995.0,,0.0,,0.0,,-0.8084437610167361,0.0,2.0,1.0,TA,5.0,Typ,0.0,,Detchd,1869.7825742682028,Unf,1.0,264.0,TA,TA,Y,,15.0,51.0,0.0,0.0,0.0,,MnPrv,,0.0,3.0,2009.0,WD ,Abnorml,115000
5950.31783923197,535426260,20.0,RL,,10920.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,,5.0,1960.0,,Hip,CompShg,MetalSd,MetalSd,BrkFace,212.0,TA,TA,CBlock,TA,TA,No,BLQ,733.0,Unf,,520.0,,GasA,TA,Y,SBrkr,1253.0,0.0,0.0,1253.0,1.0,0.0,,1.0,2.0,1.0,TA,5.0,Typ,1.0,Fa,Attchd,1960.0,RFn,1.0,352.0,TA,TA,Y,0.0,213.0,176.0,0.0,0.0,-167.5295226762741,,GdWo,,,5.0,,WD ,Normal,157000
901.0,908275110,-178.015893760329,RL,70.0,11767.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,-1.441833820124426,5.0,1956.0,1956.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,TA,TA,CBlock,TA,TA,No,Rec,,Unf,,604.0,3645.5306589443853,GasA,Ex,Y,SBrkr,1560.0,0.0,0.0,1560.0,3.04696634796308,,,0.0,2.0,1.0,TA,7.0,Min1,,TA,Attchd,1956.0,Unf,1.0,313.0,TA,TA,Y,,0.0,319.9259412829166,0.0,0.0,0.0,,,,,5.0,,WD ,Normal,103500
2828.0,908186090,180.0,RM,35.0,,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,859.8844378579166,TA,TA,PConc,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0.0,,GasA,Gd,Y,SBrkr,1072.0,0.0,0.0,,,0.0,1.0,0.0,,1.0,TA,5.0,Typ,0.0,,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0.0,,319.9259412829166,0.0,0.0,,,,,,10.0,2006.0,New,Partial,142500
930.0,909426090,50.0,RL,78.0,15600.0,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,,7.0,1949.0,2005.0,Gable,CompShg,BrkComm,Brk Cmn,,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,312.0,Rec,507.0,248.0,,GasW,Fa,N,SBrkr,,537.0,,1523.0,1.0,0.0,,,3.0,1.0,Fa,7.0,Maj2,3.709327020859059,TA,Attchd,1949.0,Unf,1.0,,TA,TA,Y,0.0,0.0,,0.0,0.0,0.0,,,,0.0,10.0,2009.0,WD ,Normal,158000
868.0,907260030,60.0,RL,,8749.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,,5.0,2002.0,2002.0,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,,840.0,GasA,Ex,Y,SBrkr,,885.0,-223.13665560791358,1725.0,0.0,0.0,,1.0,-0.6555259213363729,1.0,Gd,6.0,Typ,,,Attchd,,RFn,,550.0,TA,TA,Y,0.0,48.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2014.3374364086912,WD ,Normal,198500
2684.0,903235020,30.0,RM,50.0,,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,,,1921.0,2105.2378384116378,Gable,CompShg,Wd Sdng,Wd Shng,,,TA,TA,CBlock,TA,TA,No,LwQ,616.0,Unf,0.0,0.0,616.0,GasA,Gd,Y,SBrkr,616.0,0.0,0.0,4249.57633327845,0.0,0.0,1.0,0.0,2.0,2.1819510434159888,TA,15.177956801944864,Typ,0.0,,Detchd,,Unf,1.0,205.0,TA,TA,Y,0.0,0.0,129.0,0.0,,0.0,,,,,6.0,,WD ,Normal,89000
5950.31783923197,907290230,120.0,RM,37.0,4435.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6.0,,1853.8858250844148,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1.0,,1.0,0.0,-0.6555259213363729,1.0,Gd,,Typ,1.0,Gd,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,,WD ,Normal,155900
436.0,528116010,20.0,RL,129.0,16870.0,Pave,,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8.0,5.0,,2005.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1531.0,Unf,0.0,,1782.0,GasA,Ex,Y,SBrkr,,0.0,,,1.0,0.0,2.0,,3.0,1.0,Gd,7.0,Typ,2.0,Gd,Attchd,2004.0,Fin,3.0,932.0,TA,TA,Y,99.0,82.0,0.0,-98.81835783373346,0.0,-167.5295226762741,,,,0.0,,2009.0,WD ,Normal,296000
,528218030,20.0,RL,65.0,10237.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,1Story,6.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,28.0,Unf,,1288.0,1316.0,GasA,Ex,Y,SBrkr,,0.0,-223.13665560791358,,0.0,0.0,2.0,0.0,,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2005.0,Fin,2.0,397.0,TA,TA,Y,,0.0,0.0,23.0,,-167.5295226762741,,,,0.0,10.0,2006.0,New,Partial,169990
,905451320,-178.015893760329,RL,68.0,9571.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,,,,1956.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,,Unf,0.0,405.0,,GasA,TA,Y,SBrkr,-555.0979682483915,0.0,,,,0.0,1.0,,3.0,1.0,TA,15.177956801944864,Typ,0.0,,Attchd,1956.0,Unf,1.0,596.0,TA,TA,Y,,,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,WD ,Normal,129000
,907275010,20.0,RL,,15750.0,Pave,,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8.0,5.0,1999.0,2000.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,,Gd,TA,PConc,Gd,TA,Gd,GLQ,,Unf,0.0,,,GasA,Ex,Y,SBrkr,1513.0,0.0,0.0,1513.0,,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,TA,Attchd,1999.0,Fin,2.0,,TA,TA,Y,135.0,34.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD ,Normal,220000
110.0,534102025,20.0,FV,80.0,8000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7.0,,2002.0,2002.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,,659.0,1492.0,GasA,Ex,Y,SBrkr,1492.0,0.0,0.0,1492.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2002.0,RFn,2.0,,TA,TA,Y,277.0,137.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,WD ,Normal,230000
1949.0,535378080,50.0,RL,60.0,10284.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4.0,,,1993.0,Gable,CompShg,MetalSd,MetalSd,,,TA,TA,CBlock,TA,TA,Mn,ALQ,,LwQ,,55.0,1151.0,GasA,Ex,Y,SBrkr,845.0,436.0,0.0,1281.0,1.0,0.0,2.0,0.0,1.0,1.0,TA,6.0,Mod,0.0,,Detchd,1978.0,Unf,2.0,580.0,TA,TA,Y,0.0,0.0,,,,0.0,,,,0.0,8.0,2014.3374364086912,WD ,Abnorml,128500
164.0,535454070,50.0,RL,71.0,8520.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5.0,,,,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,Fa,CBlock,TA,TA,No,Rec,,Unf,0.0,2846.6190801320727,910.0,GasA,Fa,Y,SBrkr,-555.0979682483915,475.0,0.0,1385.0,0.0,0.0,,0.0,,1.0,TA,,Typ,0.0,,Detchd,2000.0,Unf,2.0,720.0,TA,TA,Y,0.0,333.4702546937445,0.0,,0.0,,,MnPrv,,0.0,6.0,,WD ,Normal,166000
